track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
7uraMwMycub1jUQhjcPsNi,Mc Lele JP;MC Leozinho ZS;Mc DR,Giro na Comunidade,Giro na Comunidade,45,159985,False,0.825,0.609,6,-1.623,1,0.0819,0.291,0.0,0.521,0.653,109.99,4,funk
48GxzGIiSJseUS4ofEGG2z,Mc Lele JP;MC Marks;Dj Betinho;WR OFICIAL,Predestinado,Predestinado,45,236931,False,0.474,0.496,0,-6.438,1,0.0845,0.629,3.23e-06,0.0965,0.417,175.794,4,funk
00UZySJXRYQgnOrlzluIIm,Lucas Lucco,O Destino (Bonus Track Version),"Vai Vendo - Versão ""O Destino""",46,188920,False,0.769,0.894,0,-3.379,1,0.0395,0.111,0.0,0.0333,0.936,135.976,4,funk
0v0xgDXUyJyncvdscSpJvr,James Brown & The Famous Flames,On air 70's Hits,I Got You (I Feel Good),1,168893,False,0.603,0.522,7,-7.6,1,0.0978,0.335,1.06e-06,0.0917,0.705,143.249,4,funk
4YihOs9v5SEdUUWZcJK4ru,James Brown & The Famous Flames,Diversión para los peques,I Got You (I Feel Good),0,168893,False,0.603,0.522,7,-7.6,1,0.0978,0.335,1.06e-06,0.0917,0.705,143.249,4,funk
4zoZQvmST8gliv9S9L8lUw,KC & The Sunshine Band,Do You Wanna Go Party,Please Don't Go,71,230440,False,0.445,0.75,6,-7.159,1,0.035,0.00805,0.0,0.0358,0.466,95.957,4,funk
5iVyv5cB28Za3NbNnWHpry,Coolio,Gangsta's Paradise,Geto Highlites,53,276466,False,0.805,0.686,8,-8.671,1,0.159,0.194,0.0,0.263,0.602,87.414,4,funk
1OUPXna2MCgAt3VNmXJBtg,Tropkillaz;J Balvin;Anitta;ZAAC,Bola Rebola,Bola Rebola,66,193440,False,0.834,0.777,5,-4.538,0,0.0593,0.22,0.00609,0.335,0.865,129.984,4,funk
2lN5P2zk7ZHpxCutNHSndT,Clean Bandit;French The Kid;Rema,Sad Girls (feat. Rema),Sad Girls (feat. Rema),68,163472,True,0.789,0.862,5,-7.787,1,0.141,0.305,6.23e-06,0.34,0.507,115.005,4,funk
0R7YVi7w41Dr9jU5vblAok,Snoop Dogg;David Guetta;Giorgio Tuinfort;Frederic Riesterer,Sweat (Snoop Dogg Vs. David Guetta) [Remix],Sweat - Remix,69,195986,False,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,4,funk
7nnWIPM5hwE3DaUBkvOIpy,Incubus,Make Yourself,Drive,75,232453,False,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,funk
3xra5OMlRc4MQgD8V0aIxq,Xamã;Bagua Records;Neo Beats,De Novo,De Novo,46,145617,False,0.661,0.719,10,-3.747,0,0.0399,0.473,0.0,0.0914,0.592,88.999,4,funk
2dbA4sPwu3iK72c0mA6907,Red Hot Chili Peppers,Return of the Dream Canteen,Bella,66,291346,False,0.492,0.815,7,-5.499,0,0.0487,0.00643,2e-05,0.0875,0.812,171.379,4,funk
5kFWp8In0sIpeXPfPuJlYE,Red Hot Chili Peppers,Return of the Dream Canteen,Roulette,64,297105,False,0.689,0.869,1,-6.688,0,0.0511,0.00242,0.00339,0.127,0.84,100.684,4,funk
1EPm9nur0OUn444yTjkNvY,Xamã;Bagua Records;Portugal No Beat;Xavi,Zodíaco,Peixes,46,159344,True,0.858,0.636,1,-4.99,0,0.0897,0.107,0.0,0.127,0.647,122.05,4,funk
00B7SBwrjbycLMOgAmeIU8,Red Hot Chili Peppers,Return of the Dream Canteen,Reach Out,66,251588,False,0.663,0.71,11,-5.55,0,0.0599,0.00745,0.00559,0.147,0.487,120.984,4,funk
1TmBaKkDUu0akM9xzSxRia,Red Hot Chili Peppers,Return of the Dream Canteen,Bag of Grins,62,306434,False,0.486,0.812,0,-6.244,1,0.0553,0.0106,0.0116,0.201,0.303,112.648,4,funk
4GEw8k3OPOxWWnH31V7YGS,WC no Beat;Felp 22;MC Marks;Vulgo FK;Caio Passos,Nesse Instante (feat. Vulgo FK & Caio Passos),Nesse Instante (feat. Vulgo FK & Caio Passos),44,182509,False,0.685,0.579,5,-6.369,0,0.104,0.223,0.0,0.0814,0.583,131.573,4,funk
3O8zvTC2EAwq3YKl0qiHtZ,Vulgo FK;Nagalli;MATHINVOKER,Prada,Prada,44,164953,True,0.521,0.388,6,-13.852,0,0.14,0.212,0.0,0.344,0.341,125.649,4,funk
6aRznHyTg7epwrqGhLzfLs,Mc Kako,Amém,Amém,44,212869,True,0.914,0.336,0,-10.001,0,0.0774,0.548,0.0,0.109,0.723,115.034,4,funk
1VdAAprfEm9DzIzWXubp7B,DENNIS;Matheus & Kauan,O (IM)POSSÍVEL - PARTE 1 [Ao Vivo],Você Não Trai - Ao Vivo,44,149562,False,0.659,0.671,0,-6.572,1,0.0481,0.00735,0.0,0.234,0.647,133.015,4,funk
6ycsl6XZl7kwCL6gw4mMCE,Marina Sena,Especial de Primeira,Pelejei - ESPECIAL,46,211812,False,0.842,0.504,0,-11.285,1,0.0354,0.296,2.62e-06,0.0658,0.803,130.022,4,funk
46wDgUJ1A4ovoFiC68LfnM,DJ Ramonstro;SÓ MEGA FUNK;Mc Leléto,Mega Funk De Copão na Mão,Mega Funk De Copão na Mão,44,184502,True,0.858,0.552,8,-7.438,1,0.0715,0.00764,0.0017,0.174,0.632,127.015,4,funk
1n2FYDG53OIST3Uy1mHof9,MC Tuto;DJ Gu;MC JSP;MC André DK,Capa Sexy,Capa Sexy,0,160629,True,0.872,0.665,11,-3.915,1,0.16,0.412,0.0,0.164,0.577,127.021,4,funk
0JIpgkcqm1feTTVpWARQTe,Leo Santana,Combo De Boca (Tô Mal),Combo De Boca (Tô Mal),46,138760,False,0.893,0.914,4,-3.326,0,0.074,0.496,0.0,0.239,0.964,148.056,4,funk
3MkJ97Morkqto2ccyspJHQ,Dj Guuga;Biu do Piseiro;MC Myres,Senta Pros Bandido,Senta Pros Bandido,44,132134,False,0.712,0.9,10,-1.736,0,0.144,0.037,0.0,0.111,0.773,178.108,4,funk
4PVDAebj5ADsLOBw1D9KbP,BIN;Azevedo;Mainstreet;Kizzy,Para todas as mulheres que já rimei,Fim de Nós 2,46,180000,False,0.582,0.467,5,-7.674,1,0.0367,0.183,0.0,0.0931,0.486,119.842,4,funk
4QKyXRYJy65OSYoEvzgVvk,MC Neguinho do Kaxeta,30 Graus,30 Graus,43,186000,True,0.837,0.648,9,-5.741,1,0.123,0.346,0.0,0.042,0.777,132.138,4,funk
760R0ra4JS5HpKrOtK2hAl,The O'Jays,Soul Christmas Greatest Hits,I Can Hardly Wait 'Til Christmas,0,287426,False,0.662,0.487,8,-9.248,1,0.028,0.694,0.0,0.2,0.391,120.057,4,funk
5ccsZWf2YhhxSZjmi5FdIw,Parangolé,"O Pai Chegou, Vol. 2",Ela Não Quer Guerra Com Ninguém,46,171512,False,0.818,0.757,4,-3.718,1,0.0576,0.75,0.000237,0.162,0.889,110.065,4,funk
6bzWr3EpSEolVwlbLk58il,Jane's Addiction,Maintain Your Mojo,Mountain Song,0,242720,False,0.218,0.932,9,-6.803,1,0.098,0.0155,0.0246,0.277,0.315,167.718,4,funk
7ztnHRxtI7ZoozdxdBXXtf,Snoop Dogg,Hip Hop: The Collection 2008,Sensual Seduction,45,245746,False,0.762,0.774,11,-5.586,1,0.0805,0.00304,0.000126,0.0674,0.474,120.201,4,funk
1Sz402s2SN6nPicOA8DPah,MC Mazzie;DJ NpcSize;DJ Wizard,Saka Saka Saka,Saka Saka Saka,45,184080,True,0.805,0.743,0,-7.244,1,0.0735,0.177,0.00155,0.149,0.612,130.143,4,funk
6LwrEZNkvFTOypNwSLjuaJ,2Pac;Snoop Dogg,All Eyez On Me,2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg),69,246533,True,0.849,0.904,8,-4.78,1,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,4,funk
1f2V8U1BiWaC9aJWmpOARe,Red Hot Chili Peppers,By the Way (Deluxe Edition),By the Way,75,216933,False,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,4,funk
0IDRN0vpnXuofJQH9erZ71,LUDMILLA;Orochi,I Love You Too (Ao Vivo),I Love You Too - Ao Vivo,44,191641,False,0.704,0.571,2,-5.939,0,0.0747,0.777,0.0,0.134,0.707,127.943,4,funk
6ygQkrkKbm656Zk4jfZDAM,JS o Mão de Ouro;Avine Vinny;Mc DLL;Mc Neto,Bumbum Dela Mexe (feat. Mc Neto),Bumbum Dela Mexe (feat. Mc Neto),44,185589,False,0.726,0.772,7,-4.989,1,0.0478,0.201,0.0,0.167,0.962,160.092,4,funk
6MobAsDKcshK9IFMN9rXLg,Mc Th;La Furia,Toma na Pepekinha,Toma na Pepekinha,43,168750,True,0.793,0.718,9,-5.759,1,0.056,0.609,0.00118,0.0764,0.816,140.047,4,funk
6UHeffMYu288kzZt06BVgj,MC Meno K;Ricky Ribeiro;DJ Kelwin Lopes,Pique Neymar,Pique Neymar,43,120800,False,0.712,0.544,7,-9.473,0,0.0928,0.425,0.0,0.15,0.439,158.906,4,funk
7m0ZAW5ZO9lo6UOKyRPOJk,Felp 22;Medellin;JP Diazz,Joias do Bairro,Pra Todas Que Amei,45,151836,True,0.741,0.572,4,-8.0,0,0.0604,0.671,0.0,0.145,0.336,97.956,4,funk
0HwEvvbu8rQgVeBsa6Rgnu,MC Teteu;JC NO BEAT;DJ F7,Ta Com Saudade de Mim,Ta Com Saudade de Mim,43,164545,True,0.875,0.775,5,-5.704,0,0.0551,0.00448,0.000649,0.107,0.255,131.953,4,funk
7EbKaLUGmFumlAwIN8Vs2y,MC Rick,Amiga Talarica,Amiga Talarica,43,164307,True,0.922,0.521,2,-1.626,1,0.0578,0.633,0.0,0.371,0.327,130.192,4,funk
78uqYSOfbHaPnWq7vYgouJ,Xamã;Bagua Records;Gustah;Irineu Barsé,Acústico Cancún,Quinta Cínica - Acústico,46,136421,False,0.723,0.53,6,-9.372,0,0.145,0.806,0.0,0.112,0.774,95.01,4,funk
2AncGFT8qEGIQJ7uC5CWdK,MC Tuto;Mc Kako,"1 Por Amor, 2 Por Dinheiro","1 Por Amor, 2 Por Dinheiro",44,160000,True,0.788,0.598,8,-3.959,0,0.122,0.184,0.0,0.24,0.907,179.999,4,funk
2fsWMOeuSy3zoewdWSqyP0,Open Farra;Guilherme & Benuto,Nada De Esquecer,Nada De Esquecer,44,158758,False,0.626,0.787,11,-4.566,0,0.067,0.352,0.0,0.0994,0.759,155.994,4,funk
0jtGV7EP8HaRPhXSxiF3JW,MC Ryan SP;Mc Danny;DG e Batidão Stronda,Problema Seu,Problema Seu,43,145600,False,0.714,0.832,6,-3.742,0,0.0403,0.202,0.0,0.0648,0.971,149.998,4,funk
2QoomzWyJSBuIQs1JFCLlV,MC Tinho da Sul;Dj Chaves,Mizuno Camaleão,Mizuno Camaleão,44,107520,True,0.864,0.369,3,-4.54,1,0.145,0.0986,0.0,0.123,0.506,83.362,4,funk
1qHOuyguj3oPBkd6MTnEO3,Mc Kevin;MC Ryan SP;MC GP;Mc Lele JP;Mc IG;Dj Nene,Donos da Capital,Donos da Capital,43,376526,True,0.702,0.782,5,-0.73,0,0.0778,0.0589,0.0,0.314,0.571,166.862,4,funk
43MjyvXLtVO0sY9Mv2X6vz,MC Leozinho;DJ Marlboro,Funk Brasil Bem Funk,Ela Só Pensa em Beijar (Se Ela Dança Eu Danço),43,245466,False,0.85,0.732,5,-4.704,0,0.0613,0.059,0.0,0.0545,0.855,128.978,4,funk
0ZU144c24HFtcOGtXo9w1u,Mc Kako,Mão Santa,Mão Santa,43,214153,False,0.77,0.664,11,-5.383,0,0.0377,0.0703,0.0,0.0604,0.48,130.024,4,funk
7aeHztFLa7y9oRCmnJiS7U,Chancho En Piedra,Rindanse Terricolas,Volantín,47,243200,False,0.677,0.839,2,-4.25,1,0.0378,0.00279,1.12e-05,0.307,0.807,98.008,4,funk
2F5I3TlH6JPMrwmcqxkuvF,Atitude 67,Laje 67 (Ao Vivo),Netflix - Ao Vivo,45,172124,False,0.713,0.885,9,-5.971,1,0.071,0.33,0.0,0.362,0.897,74.998,4,funk
26bdkzE7QpGy8qE6nveFUq,Quincy Jones;Charles May,Disco Boogie Mood,Ai No Corrida,1,386600,False,0.797,0.765,4,-11.377,0,0.0397,0.0695,0.014,0.0959,0.889,122.411,4,funk
4zGtfOglDBfVUypabBwIjQ,ZAAC;Anitta;Tyga,Desce Pro Play (PA PA PA),Desce Pro Play (PA PA PA),63,168507,False,0.935,0.71,11,-5.085,0,0.158,0.0769,1.92e-06,0.173,0.635,100.009,4,funk
6lYY2HktYKpV1pUamfRlU1,The Rah Band,Going Up,Messages from the Stars,74,254080,False,0.649,0.821,7,-2.957,1,0.0329,0.0562,0.00271,0.318,0.698,113.489,4,funk
1i6N76fftMZhijOzFQ5ZtL,Talking Heads,Talking Heads '77 (Deluxe Version),Psycho Killer - 2005 Remaster,78,261413,False,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,funk
4aUnmZzTqfrETKCmE6zvaw,Anderson Neiff;John Johnis,Ela Já Tá Louca,Ela Já Tá Louca,58,147574,False,0.747,0.848,10,-1.804,1,0.0747,0.142,0.0247,0.202,0.88,159.974,4,funk
7DByUXWmz1lQau0HLmdg1v,Anitta;Missy Elliott,Lobby,Lobby,70,157837,False,0.759,0.711,0,-5.199,1,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,4,funk
3WDIhWoRWVcaHdRwMEHkkS,Clean Bandit;Ellie Goulding,What Is Love? (Deluxe Edition),Mama (feat. Ellie Goulding),56,189973,False,0.737,0.714,1,-6.138,0,0.0367,0.225,3.79e-06,0.267,0.608,102.046,4,funk
6BfoE1BkJKPEVYFGYm6g95,Dj Ray Lais;Mc Dricka,De 38 Carregado,De 38 Carregado,43,155145,True,0.87,0.311,4,-9.7,1,0.107,0.619,0.0,0.115,0.718,86.673,4,funk
6pNS3EuHLj0BbXdvNoF9Sb,Mc Th,ONErpm Showcase (Ao Vivo),Vidro Fumê - Ao Vivo,43,139331,False,0.765,0.391,11,-15.283,1,0.0577,0.621,1.78e-06,0.276,0.551,126.871,4,funk
0Oq7iEhC6hL4tHsd0z1RTK,Mc Frog;Mc DB;Mc Laranjinha;Mc Junior Pk,Mega das Blogueiras,Mega das Blogueiras,42,212307,True,0.724,0.673,8,-3.588,1,0.0813,0.408,1.95e-05,0.191,0.473,130.099,4,funk
0WU1hXQvd8IVWPVAPSBwCa,Mc Tha,Rito de Passá,Despedida,45,250000,False,0.698,0.609,1,-7.507,0,0.0457,0.447,0.000793,0.122,0.448,160.039,4,funk
7mQF4G6Syae2fCUSSxPjRX,Mc Tha,Rito de Passá,Rito de Passá,45,201235,False,0.905,0.621,5,-8.319,0,0.0584,0.142,0.0014,0.108,0.954,130.028,4,funk
0Cxj14HnIXdOfBKrO8m2m0,MC Kapela,Zika Sai Pra Lá,Zika Sai Pra Lá,43,218331,False,0.778,0.565,11,-7.942,0,0.0855,0.335,0.0,0.0888,0.847,90.023,4,funk
0OCRRwO28JFUS6HsbCQTTJ,DJ Rafinha Dz7;Mc Nauan;DJ Tenebroso;DJ WIZARD;DJ Magrones,MONTAGEM SINISTRA CLUB DA DZ7,MONTAGEM SINISTRA CLUB DA DZ7,43,205583,True,0.723,0.76,0,-1.632,1,0.0819,0.461,0.000862,0.073,0.181,129.938,4,funk
4Re2j770hsrfyVftqUN7UQ,MC Marks;Mc Davi;Mc Don Juan,Pegada do Marks,Ela Tá Tá Tá,42,190412,False,0.877,0.721,9,-6.438,1,0.0465,0.103,0.0,0.285,0.867,121.009,4,funk
0jeFHISVpw1dgBOdM63SB3,Simone & Simaria,Bar Das Coleguinhas (Ao Vivo),Volta Vai - Ao Vivo,45,276386,False,0.593,0.864,6,-3.348,0,0.084,0.188,0.0,0.333,0.726,145.944,4,funk
4KF7is87i7meHupBzeSWzU,DJ Ghost Floripa,Mega Funk Sento E Me Acabo,Mega Funk Sento E Me Acabo,43,124290,True,0.844,0.899,11,-5.077,0,0.0843,0.011,0.0266,0.261,0.925,130.017,4,funk
79GgWm5EjKgv2GkgoYqSr6,Leo Santana,Inovando,10 Beijos De Rua,45,186440,False,0.81,0.759,9,-3.994,0,0.037,0.462,0.0,0.25,0.711,122.025,4,funk
7eFHtwwiE2T4YAoUw7bItr,DJ PATRICK ZS;MC Caja,Assobio Sombrio (Remix),Assobio Sombrio - Remix,44,156479,True,0.76,0.571,4,-3.074,1,0.0409,0.234,0.0,0.116,0.212,130.129,4,funk
57n605a9nDDzchHanKhP0u,Lucas Lucco,O Destino (Bonus Track Version),11 Vidas,45,189893,False,0.624,0.622,7,-5.78,1,0.03,0.804,0.0,0.155,0.457,140.021,4,funk
0Aga4eaLjpLVESrOjkaoY0,Smokey Robinson & The Miracles;Kevin Ross,Soulful Christmas,It's Christmas Time,0,224946,False,0.637,0.711,5,-4.957,1,0.0338,0.0254,0.00169,0.134,0.299,94.995,4,funk
3a94TbZOxhkI9xuNwYL53b,Red Hot Chili Peppers,Black Summer,Black Summer,72,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,funk
0g8gKLBFY1Y16Zyrc9fuKA,Red Hot Chili Peppers,Return of the Dream Canteen,In the Snow,60,355397,False,0.701,0.347,8,-11.279,0,0.0298,0.574,0.000107,0.0606,0.443,86.432,4,funk
7LmG9LUGnpdzSbqkxN3Pch,LUDMILLA;Ferrugem,Hello mundo (Ao vivo),De rolê (Participação especial de Ferrugem) - Ao vivo,43,193466,False,0.582,0.857,0,-4.677,1,0.09,0.328,4.75e-06,0.372,0.446,191.992,4,funk
1to3KNCEu8yc3o2KKKGLLW,DJ HG MLK É BRABO,MONTAGEM DO PIANO RITMADO,MONTAGEM DO PIANO RITMADO,44,240640,True,0.765,0.666,0,-9.415,0,0.0902,0.575,0.0129,0.136,0.23,130.024,4,funk
7n8o3jblAefGZvOKT4fAEU,Mc Delux;DJ TS;Dj Guuh,Ela Botou o Gps,Ela Botou o Gps,43,188769,True,0.765,0.579,6,-2.191,1,0.0852,0.538,0.0,0.352,0.371,129.95,4,funk
5aS8Tp9ewqjjKzdhqdgjaK,NAFTA,Duele,Duele,45,207809,False,0.694,0.394,10,-10.218,1,0.0427,0.604,0.000663,0.0806,0.772,144.848,4,funk
0WXGgshSKm0twoEkqfFMVA,MC Luan da BS;Mc Anjim,Extrovertida,Extrovertida,42,151440,False,0.708,0.619,5,-2.853,0,0.0605,0.143,0.0,0.184,0.543,130.057,4,funk
6GWQkU4AmwFLNRdOhvIWKA,Mc Vzs;DJ Vilão,Escola da Vida,Escola da Vida,44,210000,True,0.737,0.496,9,-4.189,0,0.0638,0.373,0.0,0.243,0.29,80.011,4,funk
6VgHqmKtW04mZV0ZfUHuox,Mc IG,Não Desacredita,Não Desacredita,42,137872,False,0.795,0.531,7,-3.679,0,0.0606,0.478,0.0,0.376,0.816,94.019,4,funk
1Sfy6ZDSpQIrBFmYCUITyd,Jão,LOBOS (Deluxe),Me Beija Com Raiva,44,196658,False,0.621,0.677,5,-5.739,0,0.0669,0.271,0.0,0.102,0.483,150.027,4,funk
38RDlFj6i2U71Wgp1RYW8e,MC Rick,Leite Moça,Leite Moça,42,155245,False,0.712,0.465,6,-5.864,0,0.0916,0.48,0.0,0.249,0.355,129.984,4,funk
4sWnjmKdn0tIq5HJnZTMv5,DENNIS;Ferrugem,Pirata e tesouro (Dennis DJ Remix),Pirata e tesouro - Dennis DJ Remix,43,226891,False,0.823,0.626,0,-3.677,1,0.0613,0.417,0.0,0.234,0.717,133.975,4,funk
2p37dHdIy2EZTWspvqj5w6,DJ FERRAZ,Mega Funk De Passo em Passo,Mega Funk De Passo em Passo,43,386317,True,0.908,0.402,5,-10.883,1,0.149,0.0806,0.00157,0.151,0.623,130.039,4,funk
0XAaOyOHlMV5G8pRfiIcHU,Mc Kevin;Mc IG,Caçador de Tesouro,Caçador de Tesouro,42,142028,True,0.878,0.504,5,-7.933,0,0.0479,0.358,3.38e-06,0.146,0.654,120.058,4,funk
4WuWnhoSBm2jMZ2kju6hx1,Sam & Dave,Thanksgiving Party,I Thank You,0,172760,False,0.789,0.373,1,-11.937,1,0.0923,0.317,9.67e-05,0.0711,0.711,117.919,4,funk
1OWoUwZfj3O5L3Ldjaq9cN,Donny Hathaway,R'n'B Studying,Giving Up,0,232361,False,0.427,0.23,4,-11.317,1,0.0353,0.764,1.6e-06,0.327,0.109,83.219,4,funk
6BoeqUM429BLh5Kw1IleDB,Mc Kelvinho,Sonhos,Favela Sorrir,42,240000,False,0.55,0.518,5,-7.206,1,0.112,0.635,7.27e-06,0.181,0.446,180.132,4,funk
5MHVMHpukPz9DfsW88Bo9f,É O Tchan,É O Tchan No Havai,É O Tchan No Havaii / Citação Musical: Hawai 5-0,44,208893,False,0.723,0.823,7,-5.35,1,0.103,0.304,0.0,0.453,0.85,100.251,4,funk
7AlExLnELa4tPExzwqf91R,Smokey Robinson & The Miracles,70s Christmas Party,Jingle Bells,0,167733,False,0.565,0.676,2,-7.482,1,0.0384,0.335,0.0,0.125,0.963,103.554,4,funk
7B5QgxW4c9auEkhnmVHhM4,Smokey Robinson & The Miracles,70s Christmas Party,I Can Tell When Christmas Is Near,0,187720,False,0.656,0.626,0,-9.387,1,0.029,0.619,0.0,0.114,0.819,123.197,4,funk
5gbCiZXLyMxwNpf92QplTV,Smokey Robinson & The Miracles,A Very 70s Christmas,Jingle Bells,0,167733,False,0.565,0.676,2,-7.482,1,0.0384,0.335,0.0,0.125,0.963,103.554,4,funk
7qzsvHOsaJdefeDwyZNGjY,Clutch,Groove Metal Roots & Branches,Texan Book of the Dead,0,174800,False,0.436,0.88,9,-8.547,1,0.0651,0.0154,0.0,0.205,0.683,112.012,4,funk
3Jv8iVcBGnDqBZY9BERHw4,Smokey Robinson & The Miracles,Home For Christmas 2022,I Can Tell When Christmas Is Near,0,187720,False,0.656,0.626,0,-9.387,1,0.029,0.619,0.0,0.114,0.819,123.197,4,funk
2KA1Wkb8nVaPjQEOqAXTD7,Smokey Robinson & The Miracles,Fiesta temática 60s,"Deck The Halls / Bring A Torch, Jeannette, Isabella - Medley",0,248760,False,0.406,0.446,5,-10.986,1,0.0272,0.345,3e-05,0.378,0.47,101.524,4,funk
6ANATkrb5PxlWimAMLZjij,Smokey Robinson & The Miracles,A Very 70s Christmas,It's Christmas Time,0,212493,False,0.504,0.587,2,-8.831,0,0.0272,0.667,0.000604,0.134,0.672,94.787,4,funk
3KtPFUtvsptrf1cz4iNaJc,Smokey Robinson & The Miracles,Soulful Christmas,Jingle Bells,0,167733,False,0.565,0.676,2,-7.482,1,0.0384,0.335,0.0,0.125,0.963,103.554,4,funk
1I7ZEP0zXrkx6tQrALzenB,Smokey Robinson & The Miracles,Soulful Christmas,"Deck The Halls / Bring A Torch, Jeannette, Isabella - Medley",0,248760,False,0.406,0.446,5,-10.986,1,0.0272,0.345,3e-05,0.378,0.47,101.524,4,funk
0B88ZwGCujSnIgnVzzqW5l,Smokey Robinson & The Miracles,A Very 70s Christmas,"Deck The Halls / Bring A Torch, Jeannette, Isabella - Medley",0,248760,False,0.406,0.446,5,-10.986,1,0.0272,0.345,3e-05,0.378,0.47,101.524,4,funk
3s4U7OHV7gnj42VV72eSZ6,Clean Bandit;Jess Glynne,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),72,227833,False,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,funk
1CzJ7drnOdaXWcURRN5P2N,DeBarge,Diversión para los peques,I Like It,0,279400,False,0.675,0.732,9,-4.5,1,0.0443,0.452,1.84e-05,0.201,0.83,175.01,4,funk
58c8pMaXi3xdpBIVfG6WGC,Extreme,Extreme II: Pornograffitti (Deluxe),More Than Words,67,334000,False,0.403,0.134,6,-14.955,1,0.0353,0.469,0.0,0.113,0.258,182.894,4,funk
5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,Significant Other,Break Stuff,77,166706,True,0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,4,funk
0BZW5HA4Iw85L02qej9RPJ,DUDA BEAT,Sinto Muito,Bolo de Rolo,44,233661,False,0.637,0.649,0,-8.05,0,0.0304,0.124,0.0119,0.201,0.38,140.007,4,funk
2Xhp6saEeIIIEqtt9rLFFM,MC Maneirinho;AJ Wav,Pinote,Pinote,42,134608,True,0.725,0.659,8,-4.992,0,0.0399,0.157,6.22e-06,0.111,0.66,115.023,4,funk
2eo3SFdWW5c0jadbj79MJR,Psirico;Os Barões Da Pisadinha,Sigilinho,Sigilinho,44,216729,False,0.738,0.815,11,-4.228,0,0.0467,0.546,0.0,0.366,0.814,156.895,4,funk
5u0xPA27MDStaMSUCJ6iLN,Mc Gw;DJ NEGRESKO;Igor vilão,Os Mlk do Momento,Os Mlk do Momento,42,147816,True,0.667,0.755,1,-3.521,1,0.0594,0.0985,0.00144,0.127,0.184,129.884,4,funk
57WhksJeKPrlWBScoir5Jn,Mc Kevin,Folgada,Folgada,42,240047,True,0.823,0.529,11,-5.581,0,0.0391,0.0922,0.0,0.0939,0.384,110.051,4,funk
4BedjJsVJvrmSnVr8rLcSU,Mc Kevin;DJ Negret,Mina de Fé,Mina de Fé,42,189000,False,0.641,0.533,11,-9.711,0,0.155,0.392,0.0,0.117,0.424,159.966,4,funk
3m3wzsCGKd8lD3D5RQXCuk,Jão,LOBOS (Deluxe),Vou Morrer Sozinho,43,174519,False,0.814,0.646,10,-5.503,1,0.0381,0.18,0.0,0.27,0.753,126.034,4,funk
4vXNuIWAFSVTSh45tXSCg9,Mc Tikão;MC Maneirinho;JR ON,Fé pra Tudo,Fé pra Tudo,42,173898,False,0.719,0.743,8,-4.639,0,0.0585,0.14,0.0,0.104,0.522,118.089,4,funk
6PD59I05DfyumeMaOvQPxy,MC Hariel,Dog Life,Dog Life,42,207000,True,0.764,0.687,11,-3.568,0,0.0574,0.594,0.000492,0.0828,0.841,159.951,4,funk
1R9QwNmWhWs9HLURsJvMuU,MC Maneirinho;PL Quest;Boricceli;Mainstreet,Ta em Cima da Hora,Ta em Cima da Hora,42,196565,True,0.704,0.46,9,-6.103,0,0.0474,0.458,0.0,0.0991,0.515,115.057,4,funk
71MpOohAyCbN7aqTCI0YVO,DJ Bratti SC,MEGA FUNK - SIMPLESMENTE ELA,MEGA FUNK - SIMPLESMENTE ELA,43,287312,True,0.838,0.722,4,-4.36,0,0.0915,0.177,1.69e-06,0.118,0.566,123.956,4,funk
5M2xtafLSB88W29ZEKhFU2,Gabriel Diniz,À Vontade,Foi O Amor,44,144153,False,0.557,0.914,5,-3.129,1,0.0525,0.526,0.0,0.221,0.7,180.121,4,funk
32IGREEfY97uQ19npMKIlO,Mainstreet;Azevedo;PL Quest;Orochi;Shenlong;Kizzy,Assault (Quarentena),Assault (Quarentena),43,254608,True,0.629,0.44,7,-5.801,1,0.0624,0.00944,0.0,0.106,0.102,114.905,4,funk
2jI4ABmHk9XZjYmy3EPfN9,MC Rogerinho,Na Pressão,Cheirosa,44,176770,False,0.848,0.598,6,-2.849,0,0.0453,0.0926,3.73e-06,0.0509,0.889,130.008,4,funk
426EJ9frpHtFQFGFQvtBKg,Leo Santana,GG Astral (Ao Vivo),Tô Colocando - Ao Vivo,44,177412,False,0.829,0.885,7,-2.469,1,0.093,0.803,9.87e-06,0.472,0.568,115.071,4,funk
